,target_lat,target_lon,YMDH,orbit,target_id,target_name
789,   6.649,   3.528,2022-06-04T10,17459,fossil0175,fossil_Lagos_Nigeria
790,   6.649,   3.250,2022-06-17T15,17664,fossil0175,fossil_Lagos_Nigeria
791,   6.649,   3.528,2022-07-20T15,18175,fossil0175,fossil_Lagos_Nigeria
792,   6.649,   3.250,2022-08-17T15,18609,fossil0175,fossil_Lagos_Nigeria
793,   6.649,   3.528,2022-09-22T14,19166,fossil0175,fossil_Lagos_Nigeria
794,   6.649,   3.250,2022-12-21T13,20560,fossil0175,fossil_Lagos_Nigeria
795,   6.649,   3.528,2023-01-30T10,21178,fossil0175,fossil_Lagos_Nigeria
796,  -8.816,  13.233,2019-09-22T14,02192,fossil0176,fossil_Luanda_Angola
797,  -9.096,  13.437,2021-11-05T08,14190,fossil0176,fossil_Luanda_Angola
798,  -8.806,  13.453,2022-01-16T15,15309,fossil0176,fossil_Luanda_Angola
799,  -9.096,  13.437,2022-02-18T15,15820,fossil0176,fossil_Luanda_Angola
800,  -8.806,  13.453,2022-03-19T14,16269,fossil0176,fossil_Luanda_Angola
801,  -9.096,  13.437,2022-05-02T10,16948,fossil0176,fossil_Luanda_Angola
802,  -8.806,  13.453,2022-05-19T14,17214,fossil0176,fossil_Luanda_Angola
803,  -9.096,  13.437,2022-08-17T15,18609,fossil0176,fossil_Luanda_Angola
804,  -8.806,  13.453,2022-09-18T14,19104,fossil0176,fossil_Luanda_Angola
805,  -9.096,  13.437,2022-11-05T08,19844,fossil0176,fossil_Luanda_Angola
806,  -8.806,  13.453,2022-11-18T14,20049,fossil0176,fossil_Luanda_Angola
807,  -9.096,  13.437,2023-01-09T06,20850,fossil0176,fossil_Luanda_Angola
808,  -8.806,  13.453,2023-01-18T14,20994,fossil0176,fossil_Luanda_Angola
809,  34.008,  71.578,2019-10-11T05,02481,fossil0177,fossil_Peshawar_Pakistan
810,  15.501,  32.560,2019-12-22T12,03601,fossil0178,fossil_Khartoum_Sudan
811,  -1.292,  36.822,2020-02-25T11,04607,fossil0179,fossil_Nairobi_Kenya
812,  33.640, -87.120,2019-12-25T18,03651,fossil0180,fossil_Miller_Power_Plant_USA
813, -29.950,  29.560,2020-01-12T07,03923,fossil0181,fossil_Tutuka_and_Majuba_Powerplant
814, -26.950,  29.560,2020-03-18T13,04949,fossil0181,fossil_Tutuka_and_Majuba_Powerplant
815,  51.620,  14.500,2020-06-12T12,06280,fossil0182,fossil_Janschwalde_Germany
816,  45.882,-106.611,2020-02-09T18,04364,fossil0183,fossil_Colstrip_powerplant
817,  41.895, -83.342,2020-04-13T15,05353,fossil0184,fossil_Monroe_powerplant
818,  38.200,-104.580,2020-02-19T20,04520,fossil0185,fossil_Comanche_powerplant
819,  40.415, -80.560,2020-02-16T19,04473,fossil0186,fossil_Sammis_Cardinal_Mansfield_powerplants
820,  40.513, -79.194,2020-06-16T13,06343,fossil0187,fossil_Keystone_HomerCity_Conemaugh_Powerplants
821,  34.124, -84.922,2020-02-08T16,04347,fossil0188,fossil_Bowen_powerplant
822,  33.061, -83.810,2020-02-12T14,04408,fossil0189,fossil_Scherer_powerplant
823,  49.096,-103.031,2020-02-16T19,04473,fossil0190,fossil_Boundary_Dam_powerplant
824,  51.532,-111.786,2020-04-06T22,05249,fossil0191,fossil_Sheerness_powerplant
825,  43.260, -79.811,2020-02-10T16,04378,fossil0192,fossil_Dofasco_powerplant
826,  51.268,  19.331,2020-02-19T09,04513,fossil0193,fossil_Belchatow_powerplant
827,  37.057, 126.511,2020-08-12T08,07222,fossil0194,fossil_Dangjin_Yonghungdo_Taean_powerplants
828,  36.844, 126.815,2022-10-11T07,19456,fossil0194,fossil_Dangjin_Yonghungdo_Taean_powerplants
829,  20.663,  39.555,2020-03-25T13,05057,fossil0195,fossil_Shaiba_powerplant
830,  20.673,  39.775,2022-02-18T11,15818,fossil0195,fossil_Shaiba_powerplant
831,  20.884,  39.744,2022-05-20T14,17229,fossil0195,fossil_Shaiba_powerplant
832,  20.673,  39.775,2022-08-13T14,18546,fossil0195,fossil_Shaiba_powerplant
833,  25.844,  50.126,2020-02-19T11,04514,fossil0196,fossil_AlQurayyah_powerplant
834,  25.854,  49.916,2022-07-09T03,17997,fossil0196,fossil_AlQurayyah_powerplant
835, -26.033,  29.611,2020-03-26T10,05071,fossil0197,fossil_Arnot_Duvha_Hendrina_powerplants
836, -25.878,  29.175,2020-04-28T12,05583,fossil0198,fossil_Duvha_Kendal_Kriel_Matla_powerplants
837,  24.097,  82.674,2020-02-20T09,04528,fossil0199,fossil_Vindhyachal_Sasan_Singrauli_Rihand_powerplants
838,  32.686, 116.901,2020-03-28T07,05100,fossil0200,fossil_Pingwei_Tianji_Bengbu_Fengtai_Luohe_powerplants
839, -38.264, 146.395,2020-07-12T00,06737,fossil0201,fossil_Hazelwood_Yallourn_Loy_Yang_powerplants
840, -23.511, 150.318,2020-01-31T00,04213,fossil0202,fossil_Stanwell_powerplant
841,  37.739,-122.185,2020-06-13T17,06299,fossil0203,fossil_San_Francisco_USA
842,  39.178, -76.527,2021-02-07T16,09999,fossil0204,fossil_Wagner_powerplant
843,  39.210, -77.464,2021-02-11T21,10064,fossil0205,fossil_Dickerson_powerplant
844,  41.495, -88.124,2021-02-08T16,10015,fossil0206,fossil_Joliet_powerplant
845,  43.359, -78.605,2021-02-05T17,09969,fossil0207,fossil_Somerset_Operating_powerplant
846,  41.633, -88.063,2021-02-14T20,10110,fossil0208,fossil_Will_County_powerplant
847,  34.253, -85.346,2021-03-26T21,10730,fossil0209,fossil_Hammond_powerplant
848,  41.505, -82.055,2021-02-13T14,10091,fossil0210,fossil_Avon_Lake_powerplant
849,  40.881,-117.152,2021-02-13T22,10096,fossil0211,fossil_North_Valmy_powerplant
850,  38.402, -90.336,2021-02-05T17,09969,fossil0212,fossil_Meramec_powerplant
851,  35.190, -81.012,2021-04-14T21,11024,fossil0213,fossil_GG_Allen_powerplant
852,  40.195, 111.359,2021-02-06T04,09976,fossil0214,fossil_Datang_Tuoketuo_powerplant
853,  31.354, 121.600,2021-02-27T02,10300,fossil0215,fossil_Waigaoqiao_powerplant
854,  31.476, 121.461,2022-02-22T04,15875,fossil0215,fossil_Waigaoqiao_powerplant
855,  50.993,   6.669,2021-02-15T10,10119,fossil0217,fossil_Niederaussem_powerplant
856,  22.816,  69.528,2021-02-07T05,09992,fossil0218,fossil_Mundra_Umpp_powerplant
857,  23.017,  69.708,2021-11-24T10,14485,fossil0218,fossil_Mundra_Umpp_powerplant
858,  23.022,  69.439,2021-12-16T11,14826,fossil0218,fossil_Mundra_Umpp_powerplant
859,  23.017,  69.708,2022-02-02T06,15567,fossil0218,fossil_Mundra_Umpp_powerplant
860,  23.022,  69.439,2022-03-07T03,16076,fossil0218,fossil_Mundra_Umpp_powerplant
861,  23.017,  69.708,2022-03-24T11,16344,fossil0218,fossil_Mundra_Umpp_powerplant
862,  23.022,  69.439,2022-04-18T10,16731,fossil0218,fossil_Mundra_Umpp_powerplant
863,  23.017,  69.708,2022-06-05T06,17472,fossil0218,fossil_Mundra_Umpp_powerplant
864,  23.022,  69.439,2022-06-30T05,17859,fossil0218,fossil_Mundra_Umpp_powerplant
865,  23.017,  69.708,2022-07-21T11,18188,fossil0218,fossil_Mundra_Umpp_powerplant
866,  23.022,  69.439,2022-08-22T08,18682,fossil0218,fossil_Mundra_Umpp_powerplant
867,  23.017,  69.708,2022-09-23T10,19179,fossil0218,fossil_Mundra_Umpp_powerplant
868,  23.022,  69.439,2022-10-14T11,19505,fossil0218,fossil_Mundra_Umpp_powerplant
869,  23.017,  69.708,2022-12-05T05,20307,fossil0218,fossil_Mundra_Umpp_powerplant
870,  23.022,  69.439,2022-12-22T08,20572,fossil0218,fossil_Mundra_Umpp_powerplant
871,  24.027,  82.792,2021-02-05T05,09961,fossil0219,fossil_Rihand_powerplant
872,  23.978,  82.628,2021-02-15T10,10119,fossil0220,fossil_Sasan_powerplant
873,  -7.718, 113.583,2021-05-07T02,11368,fossil0221,fossil_PLTU_Paiton_powerplant
874,  -7.963, 113.760,2021-10-25T06,14018,fossil0221,fossil_PLTU_Paiton_powerplant
875,  -7.908, 113.445,2021-11-19T07,14406,fossil0221,fossil_PLTU_Paiton_powerplant
876,  -7.963, 113.760,2022-01-04T02,15115,fossil0221,fossil_PLTU_Paiton_powerplant
877,  -7.908, 113.445,2022-01-17T08,15320,fossil0221,fossil_PLTU_Paiton_powerplant
878,  -7.963, 113.760,2022-02-19T08,15831,fossil0221,fossil_PLTU_Paiton_powerplant
879,  -7.908, 113.445,2022-04-08T00,16570,fossil0221,fossil_PLTU_Paiton_powerplant
880,  -7.963, 113.760,2022-04-18T09,16730,fossil0221,fossil_PLTU_Paiton_powerplant
881,  -7.908, 113.445,2022-05-20T07,17225,fossil0221,fossil_PLTU_Paiton_powerplant
882,  -7.963, 113.760,2022-06-18T09,17675,fossil0221,fossil_PLTU_Paiton_powerplant
883,  -7.908, 113.445,2022-07-20T07,18170,fossil0221,fossil_PLTU_Paiton_powerplant
884,  -7.963, 113.760,2022-08-18T08,18620,fossil0221,fossil_PLTU_Paiton_powerplant
885,  -7.908, 113.445,2022-09-15T09,19054,fossil0221,fossil_PLTU_Paiton_powerplant
886,  -7.963, 113.760,2022-11-09T23,19916,fossil0221,fossil_PLTU_Paiton_powerplant
887,  -7.908, 113.445,2022-11-19T07,20060,fossil0221,fossil_PLTU_Paiton_powerplant
888,  34.835, 136.961,2021-02-08T01,10005,fossil0222,fossil_Hekinan_powerplant
889,  35.031, 136.867,2021-10-23T03,13985,fossil0222,fossil_Hekinan_powerplant
890,  35.023, 137.205,2021-11-29T05,14559,fossil0222,fossil_Hekinan_powerplant
891,  35.031, 136.867,2022-02-25T01,15920,fossil0222,fossil_Hekinan_powerplant
892,  35.023, 137.205,2022-03-29T05,16418,fossil0222,fossil_Hekinan_powerplant
893,  35.031, 136.867,2022-04-12T07,16636,fossil0222,fossil_Hekinan_powerplant
894,  35.023, 137.205,2022-06-10T00,17546,fossil0222,fossil_Hekinan_powerplant
895,  35.031, 136.867,2022-06-16T05,17642,fossil0222,fossil_Hekinan_powerplant
896,  35.023, 137.205,2022-09-28T05,19253,fossil0222,fossil_Hekinan_powerplant
897,  35.031, 136.867,2022-10-12T06,19471,fossil0222,fossil_Hekinan_powerplant
898,  35.023, 137.205,2022-12-02T03,20259,fossil0222,fossil_Hekinan_powerplant
899,  35.031, 136.867,2022-12-20T03,20538,fossil0222,fossil_Hekinan_powerplant
900, -26.088,  28.969,2021-03-14T14,10540,fossil0223,fossil_Kendal_powerplant
901,  22.400,  82.695,2021-11-22T10,14454,fossil0224,fossil_Korba_powerplant
902,  35.502, 129.303,2021-08-31T00,13163,fossil0225,fossil_Tropomi_2_powerplant
903,  35.660, 129.092,2021-10-26T02,14031,fossil0225,fossil_Tropomi_2_powerplant
904,  35.442, 129.107,2021-12-02T04,14605,fossil0225,fossil_Tropomi_2_powerplant
905,  35.660, 129.092,2022-03-03T23,16027,fossil0225,fossil_Tropomi_2_powerplant
906,  35.442, 129.107,2022-04-05T03,16525,fossil0225,fossil_Tropomi_2_powerplant
907,  28.696,  48.334,2021-09-01T05,13182,fossil0226,fossil_Az_Zour_powerplant
908,  28.483,  48.114,2022-01-25T11,15446,fossil0226,fossil_Az_Zour_powerplant
909,  28.596,  48.234,2022-02-13T12,15741,fossil0226,fossil_Az_Zour_powerplant
910,  28.483,  48.114,2022-04-08T07,16574,fossil0226,fossil_Az_Zour_powerplant
911,  28.596,  48.234,2022-05-01T06,16930,fossil0226,fossil_Az_Zour_powerplant
912,  28.483,  48.114,2022-05-20T14,17229,fossil0226,fossil_Az_Zour_powerplant
913,  28.596,  48.234,2022-06-12T13,17585,fossil0226,fossil_Az_Zour_powerplant
914,  28.483,  48.114,2022-06-16T03,17641,fossil0226,fossil_Az_Zour_powerplant
915,  28.596,  48.234,2022-08-12T13,18530,fossil0226,fossil_Az_Zour_powerplant
916,  28.483,  48.114,2022-08-16T03,18586,fossil0226,fossil_Az_Zour_powerplant
917,  28.596,  48.234,2022-10-27T07,19704,fossil0226,fossil_Az_Zour_powerplant
918,  28.483,  48.114,2022-11-23T12,20125,fossil0226,fossil_Az_Zour_powerplant
919,  34.899, 127.763,2021-10-17T06,13894,fossil0227,fossil_Gwangyang_powerplant
920,  38.562, -90.836,2022-01-31T19,15544,fossil0228,fossil_Labadie_powerplant
921,  36.391, -87.654,2022-01-28T20,15498,fossil0229,fossil_Cumberland_powerplant
922,  38.699, -83.816,2022-02-13T20,15746,fossil0230,fossil_Spurlock_powerplant
923,  44.389,-105.462,2022-02-03T20,15591,fossil0231,fossil_Dry_Fork_Station_powerplant
924,  49.057,-105.482,2022-02-04T21,15607,fossil0232,fossil_Poplar_River_powerplant
925,  46.525, -84.368,2022-04-01T20,16474,fossil0233,fossil_Algoma_Steel
926,  39.514,-112.575,2022-11-29T21,20224,fossil0235,fossil_Intermountain_powerplant
927,  30.082,  31.284,2022-05-21T14,17245,fossil0236,fossil_Cairo_Egypt
928,  29.471, -95.280,2022-06-04T17,17464,fossil0237,fossil_Houston_GeoCarb_USA
929,  29.692, -95.214,2022-06-12T22,17591,fossil0237,fossil_Houston_GeoCarb_USA
930,  29.471, -95.280,2022-06-16T13,17647,fossil0237,fossil_Houston_GeoCarb_USA
931,  29.692, -95.214,2022-06-16T21,17652,fossil0237,fossil_Houston_GeoCarb_USA
932,  29.471, -95.280,2022-07-20T23,18180,fossil0237,fossil_Houston_GeoCarb_USA
933,  29.692, -95.214,2022-08-12T22,18536,fossil0237,fossil_Houston_GeoCarb_USA
934,  29.471, -95.280,2022-09-22T22,19171,fossil0237,fossil_Houston_GeoCarb_USA
935,  29.692, -95.214,2022-10-23T18,19649,fossil0237,fossil_Houston_GeoCarb_USA
936,  48.572, -81.369,2022-06-19T13,17694,fossil0238,fossil_Timmins_Canada
937,   2.146, -59.006,2019-08-07T13,01479,sif_atto,sif_ATTO_Tower_Manaus_Brazil
938,  -2.146, -59.005,2020-08-19T20,07338,sif_atto_2,sif_ATTO_Tower_Manaus_Brazil_correct
939,  42.538, -72.172,2020-02-18T18,04503,sif_hrv,sif_Harvard_Forest_USA
940,  31.807, 119.217,2020-02-03T04,04262,sif_jro,sif_Jurong_Korea
941,  10.433, -84.021,2019-09-23T21,02212,sif_laselva,sif_La_Selva_Costa_Rica
942,  41.165, -96.455,2020-05-28T22,06054,sif_mead,sif_Mead_Cluster_USA
943,  35.438,-106.238,2019-10-05T19,02397,sif_mpj,sif_Pinyon_Juniper_USA
944,  38.744, -92.200,2020-04-17T14,05414,sif_mzo,sif_Ozark_USA
945,  40.033,-105.546,2019-10-15T16,02550,sif_niwot,sif_Niwot_Ridge_Colorado_USA
946,  34.985, -97.522,2020-04-13T15,05353,sif_oko,sif_KAEFS_USA
947,  31.821,-110.840,2020-02-08T18,04348,sif_santarita,sif_Santa_Rita_Cluster_USA
948,  34.520, 115.589,2020-04-15T08,05379,sif_shq,sif_shq
949,  45.560, -84.714,2019-10-13T16,02519,sif_umb,sif_University_of_Michigan_USA
950,  37.923, -78.274,2019-10-13T15,02518,sif_uva,sif_University_of_Virginia_USA
951,  36.624, 126.373,2019-10-08T03,02433,tccon100,val_anmyeondoKo
952,  -7.947, -14.387,2019-12-06T10,03352,tccon101,val_ascensionIsland
953,  34.958,-117.882,2019-12-24T20,03637,tccon102,val_drydenCA
954,  53.104,   8.849,2020-04-25T08,05534,tccon104,val_bremenDe
955,  18.532, 120.649,2019-10-10T01,02463,tccon105,val_burgosPh
956,  34.123,-118.073,2019-10-07T19,02428,tccon106,val_caltechCA
957, -12.375, 130.917,2019-10-08T00,02431,tccon107,val_darwinAu
958,  28.297, -16.518,2019-10-13T10,02515,tccon112,val_izanaTenerifeEs
959,  49.100,   8.438,2020-02-20T10,04529,tccon113,val_karlsruheDe
960,  36.604, -97.485,2019-10-06T19,02412,tccon114,val_lamontOK
961, -45.002, 169.685,2019-09-20T01,02153,tccon115,val_lauderNz
962,  47.965,   2.112,2019-08-08T13,01494,tccon122,val_orleansFr
963,  48.846,   2.356,2019-10-07T13,02424,tccon123,val_parisFr
964,  45.945, -90.273,2019-10-08T19,02443,tccon124,val_parkFallsWI
965, -20.901,  55.485,2019-09-14T04,02062,tccon127,val_reunionIsland
966,  43.452, 143.700,2019-10-09T02,02448,tccon128,val_rikubetsuJp
967,  33.241, 130.288,2019-08-06T04,01457,tccon130,val_sagaJp
968,  36.051, 140.122,2019-08-07T03,01472,tccon134,val_tsukubaJp
969, -34.451, 150.854,2019-09-21T04,02170,tccon135,val_wollongongAu
970,  35.040,  33.060,2019-08-06T10,01461,tccon136,val_cyprus
971,  27.809, -97.406,2019-12-26T18,03667,texmex001,campaign_texmex_corpus_christi
972,  28.010, -97.610,2021-10-30T16,14102,texmex001,campaign_texmex_corpus_christi
973,  27.879, -97.466,2021-11-23T22,14477,texmex001,campaign_texmex_corpus_christi
974,  28.010, -97.610,2022-01-01T15,15077,texmex001,campaign_texmex_corpus_christi
975,  29.004, -95.410,2019-10-08T17,02442,texmex002,campaign_texmex_freeport
976,  29.954, -93.988,2020-02-23T19,04581,texmex003,campaign_texmex_port_arthur
977,  30.072, -94.116,2021-11-04T13,14178,texmex003,campaign_texmex_port_arthur
978,  30.125, -93.316,2020-06-12T15,06282,texmex004,campaign_texmex_lake_charles
979,  35.299,-101.740,2019-10-13T16,02519,texmex005,campaign_texmex_harrington_station
980,  29.909, -96.752,2020-04-06T17,05246,texmex006,campaign_texmex_fayette_station
981,  29.493, -95.683,2020-02-19T20,04520,texmex007,campaign_texmex_WA_parish_station
982,  31.594, -96.145,2019-10-11T16,02488,texmex008,campaign_texmex_limestone_big_brown_stations
983,  32.343, -94.532,2020-02-16T21,04474,texmex009,campaign_texmex_martin_lake_pirkey_stations
984,  30.433, -91.172,2020-03-03T15,04718,texmex010,campaign_texmex_baton_rouge
985,  30.303, -91.172,2020-07-25T22,06952,texmex010,campaign_texmex_baton_rouge
986,  32.740, -97.411,2019-10-07T18,02427,texmex012,campaign_texmex_fort_worth
987,  36.102,-102.132,2019-12-05T19,03342,texmex016,campaign_texmex_amarillo_north02
988,  31.565,-103.360,2019-10-10T17,02473,texmex019,campaign_texmex_permian01d
989,  33.001,-102.197,2019-12-02T20,03296,texmex021,campaign_texmex_permian02b
990,  31.185, -96.485,2020-08-13T23,07247,texmex024,campaign_texmex_oakgrove_powerplant
991,  39.175,-111.029,2020-07-31T22,07045,texmex025,campaign_texmex_hunters_powerplant
992,  31.395, -92.716,2020-07-28T21,06998,texmex026,campaign_texmex_brame_powerplant
993,  36.801,-108.442,2020-07-28T22,06999,texmex027,campaign_texmex_sanjuan_powerplant
994,  40.463,-107.591,2020-10-16T21,08237,texmex028,campaign_texmex_craig_powerplant
995,  39.912, 104.242,2021-02-05T05,09961,val001,validation_eastern_colorado
996,  39.912,-104.242,2021-04-06T19,10899,val001,validation_eastern_colorado
997,  43.565,   1.502,2022-07-24T17,18238,val002,val_Toulouse_France
998, -22.990, -67.739,2022-12-21T20,20564,val003_TAO,val_Tokyo_Atacama_Observatory
999, -16.250, 168.120,2019-09-13T20,02057,volcano0001,v257040_Ambrym
1000,  19.023, -98.622,2020-05-10T13,05770,volcano0002,v341090_Popocatepetl
1001,  37.730,  15.000,2020-02-08T10,04343,volcano0003,v211060_Etna
1002,  -7.560, 110.440,2020-02-03T03,04261,volcano0004,v263250_Merapi
1003,  19.420,-155.290,2019-10-11T19,02490,volcano0005,v332010_Kilauea_Hawaii
1004,  19.540,-155.390,2021-11-04T18,14181,volcano0005,v332010_Kilauea_Hawaii
1005,  19.424,-155.287,2022-01-21T02,15378,volcano0005,v332010_Kilauea_Hawaii
1006,  19.540,-155.390,2022-02-18T01,15811,volcano0005,v332010_Kilauea_Hawaii
1007,  19.424,-155.287,2022-04-11T18,16628,volcano0005,v332010_Kilauea_Hawaii
1008,  19.540,-155.390,2022-05-01T20,16939,volcano0005,v332010_Kilauea_Hawaii
1009,  19.424,-155.287,2022-05-20T03,17222,volcano0005,v332010_Kilauea_Hawaii
1010,  19.540,-155.390,2022-06-13T03,17594,volcano0005,v332010_Kilauea_Hawaii
1011,  19.424,-155.287,2022-07-20T03,18167,volcano0005,v332010_Kilauea_Hawaii
1012,  19.540,-155.390,2022-08-13T03,18539,volcano0005,v332010_Kilauea_Hawaii
1013,  19.424,-155.287,2022-09-19T02,19112,volcano0005,v332010_Kilauea_Hawaii
1014,  19.540,-155.390,2022-10-31T19,19774,volcano0005,v332010_Kilauea_Hawaii
1015,  19.424,-155.287,2022-11-23T01,20118,volcano0005,v332010_Kilauea_Hawaii
1016,  38.788,  15.215,2019-10-12T09,02499,volcano0006,v211040_Stromboli
1017, -15.400, 167.830,2019-11-28T01,03222,volcano0007,v257030_Aoba_Ambae
1018, -39.420, -71.930,2019-09-13T14,02053,volcano0008,v357120_Villarrica
1019,  19.480,-155.610,2020-02-20T01,04523,volcano0009,v332020_Mauna_Loa_Hawaii
1020,  -5.050, 151.330,2019-09-25T04,02232,volcano0010,v252120_Ulawun
1021,  -5.292, 151.502,2021-12-18T06,14854,volcano0010,v252120_Ulawun
1022,  -5.110, 151.390,2022-01-15T06,15288,volcano0010,v252120_Ulawun
1023,  -5.292, 151.502,2022-02-18T05,15814,volcano0010,v252120_Ulawun
1024,  -5.110, 151.390,2022-05-18T06,17193,volcano0010,v252120_Ulawun
1025,  -5.292, 151.502,2022-09-01T00,18832,volcano0010,v252120_Ulawun
1026,  -5.110, 151.390,2022-09-17T05,19083,volcano0010,v252120_Ulawun
1027,  -5.292, 151.502,2022-11-01T00,19777,volcano0010,v252120_Ulawun
1028,  -5.110, 151.390,2022-11-17T05,20028,volcano0010,v252120_Ulawun
1029,  -5.292, 151.502,2023-01-04T23,20783,volcano0010,v252120_Ulawun
1030,  -5.110, 151.390,2023-01-17T05,20973,volcano0010,v252120_Ulawun
1031,  13.260,  13.260,2020-05-08T07,05735,volcano0011,v273030_Mayon
1032,  10.025, -83.767,2020-02-08T14,04346,volcano0012,v345070_Turrialba
1033, -21.231,  55.713,2019-09-23T10,02205,volcano0013,v233020_Piton_de_la_Fournaise_Reunion
1034, -21.098,  55.518,2021-10-25T11,14021,volcano0013,v233020_Piton_de_la_Fournaise_Reunion
1035, -21.161,  55.643,2021-11-19T10,14408,volcano0013,v233020_Piton_de_la_Fournaise_Reunion
1036,  32.880, 131.110,2021-06-06T03,11833,volcano0014,v282110_Aso
1037,  14.470, -90.880,2019-10-07T16,02426,volcano0015,v342090_Fuego
1038,  -4.271, 152.203,2019-11-28T03,03223,volcano0016,v252140_Rabaul_Tarvurvur
1039,  -4.431, 152.162,2021-10-28T02,14062,volcano0016,v252140_Rabaul_Tarvurvur
1040,  -4.517, 152.029,2022-08-02T23,18382,volcano0016,v252140_Rabaul_Tarvurvur
1041,  -4.431, 152.162,2022-08-17T06,18603,volcano0016,v252140_Rabaul_Tarvurvur
1042, -15.795, -71.860,2019-10-06T14,02409,volcano0017,v354006_Sabancaya
1043,  31.585, 130.657,2020-04-29T02,05592,volcano0018,v282080_Sakurajima
1044,  14.008, 120.994,2019-12-25T05,03643,volcano0019,v273070_Taal
1045,  -1.520,  29.250,2019-10-09T07,02451,volcano0020,v223030_Nyiragongo
1046,  -6.100, 105.420,2020-05-30T05,06074,volcano0021,v262000_Krakatau_Anak_Krakatau
1047,  37.631,-119.032,2020-08-31T16,07522,volcano0022,v323150_Mammoth_Mountain_LVC
1048, -37.520, 177.181,2019-09-15T20,02088,volcano0023,v241040_White_Island
1049, -19.532, 169.447,2019-09-22T03,02185,volcano0024,v257100_Yasur
1050,  40.827,  14.139,2020-02-03T12,04267,volcano0025,v2110010_Campi_Flegrei_and_Pisciarelli
1051, -16.340, -70.900,2019-10-10T12,02470,volcano0026,v354020_Ubinas
1052,  -4.080, 145.040,2019-10-08T23,02446,volcano0027,v251020_Manam
1053,   4.895, -75.322,2020-02-19T20,04520,volcano0028,v351020_Nevado_del_Ruiz
1054,  11.980, -86.160,2019-11-30T18,03264,volcano0029,v344100_Masaya
1055,  -7.940, 112.950,2019-10-08T01,02432,volcano0030,v263310_Bromo
1056,  -8.340, 115.510,2019-09-23T07,02203,volcano0031,v264020_Agung
1057,  38.404,  14.962,2020-06-28T09,06526,volcano0032,v211050_Vulcano
1058,  -2.764,  35.914,2020-02-29T10,04668,volcano0033,v222120_Oldoinyo_Lengai
1059,  10.200, -84.233,2020-04-03T17,05199,volcano0034,v345040_Poas
1060, -39.280, 175.570,2019-09-14T21,02073,volcano0035,v241100_Ruapehu
1061,  44.400, 110.700,2019-10-07T05,02419,volcano0036,v325010_Yellowstone
1062,  44.400,-110.700,2021-06-18T20,12030,volcano0036,v325010_Yellowstone
1063,  -0.370, -91.550,2019-09-23T21,02212,volcano0037,v353010_Fernandina_Galapagos
1064,  13.600,  40.670,2019-10-09T07,02451,volcano0038,v221080_Erta_Ale
1065,   1.680, 127.880,2019-09-24T06,02218,volcano0039,v268010_Dukono
1066, -37.860, -71.160,2020-02-25T21,04613,volcano0040,v357090_Copahue
1067,  14.382, -90.601,2019-12-25T19,03652,volcano0041,v342110_Pacaya
1068,  19.275,-154.910,2020-09-29T23,07975,volcano0042,v332010_East_Rift_Zone_Hawaii
1069,  19.381,-154.998,2021-10-31T20,14120,volcano0042,v332010_East_Rift_Zone_Hawaii
1070,  36.400, 138.530,2020-04-23T03,05500,volcano0043,v283110_Asama
1071,  14.757, -91.552,2019-12-21T21,03591,volcano0044,v342030_Santiaguito_Santa_Maria
1072,  41.980, 128.080,2019-10-07T04,02418,volcano0045,v305060_Changbaishan_CN_Baekdusan_Paekdusan_NK
1073,   4.211,   9.175,2019-10-13T07,02513,volcano0046,v224010_Mt._Cameroon
1074,   4.350,   9.274,2021-11-24T13,14487,volcano0046,v224010_Mt._Cameroon
1075,   4.207,   9.178,2021-12-19T14,14875,volcano0046,v224010_Mt._Cameroon
1076,   4.350,   9.274,2022-01-18T15,15340,volcano0046,v224010_Mt._Cameroon
1077,   4.207,   9.178,2022-02-15T15,15774,volcano0046,v224010_Mt._Cameroon
1078,   4.350,   9.274,2022-04-05T09,16529,volcano0046,v224010_Mt._Cameroon
1079,   4.207,   9.178,2022-04-29T11,16902,volcano0046,v224010_Mt._Cameroon
1080,   4.350,   9.274,2022-05-21T14,17245,volcano0046,v224010_Mt._Cameroon
1081,   4.207,   9.178,2022-08-29T10,18792,volcano0046,v224010_Mt._Cameroon
1082,   4.350,   9.274,2022-10-01T10,19303,volcano0046,v224010_Mt._Cameroon
1083,   4.207,   9.178,2022-10-29T10,19737,volcano0046,v224010_Mt._Cameroon
1084,   4.350,   9.274,2022-12-05T08,20309,volcano0046,v224010_Mt._Cameroon
1085,  -0.830, -91.170,2020-03-22T21,05016,volcano0047,v353050_Sierra_Negra
1086,  -1.408,  29.200,2020-01-08T07,03861,volcano0048,v223020_Nyamuragira
1087,   6.437,  10.298,2019-10-09T08,02452,volcano0049,v224030_Oku_Volcanic_Field_Lake_Nyos
1088,  -7.930, 112.310,2020-02-25T07,04604,volcano0050,v263280_Kelut
1089,  -6.090, 155.230,2019-10-10T21,02476,volcano0051,v255020_Bagana
1090,  12.423, -86.539,2020-05-31T18,06098,volcano0052,v344090_Momotombo
1091,  29.635, 129.716,2019-10-06T03,02402,volcano0053,v282030_Suwanosejima_Marianas
1092,  30.789, 130.308,2019-12-25T04,03642,volcano0054,v282060_Satsuma-Iwojima_Kikai
1093,  13.370,  41.700,2019-09-24T12,02222,volcano0055,v221101_Nabro
1094,   3.170,  98.391,2019-09-23T09,02204,volcano0056,v261080_Sinabung
1095,  -1.700, 101.260,2020-02-20T09,04528,volcano0058,v261170_Kerinci
